,EC,FC,HP_EHR
T5224,3.526,23.1,2.266
T5225,3.603,23.1,2.266
T5226,3.656,23.1,2.266
T5227,3.694,23.1,2.266
T5228,3.77,23.1,2.266
T5229,3.854,23.1,2.266
T5230,3.892,23.1,2.266
T5231,3.938,23.1,2.266
T5232,3.999,23.1,2.266
T5233,4.006,23.1,2.266
T5234,4.045,23.1,2.266
T5235,4.067,23.1,2.266
T5236,4.166,23.1,2.266
T5237,4.182,23.1,2.266
T5238,4.128,23.1,2.266
T5239,3.968,23.1,2.266
T5240,3.885,23.1,2.266
T5241,3.778,23.1,2.266
T5242,3.633,23.1,2.266
T5243,3.519,23.1,2.266
T5244,3.526,23.1,2.266
T5245,3.481,23.1,2.266
T5246,3.397,23.1,2.266
T5247,3.374,23.1,2.266
T5248,3.382,23.1,2.266
T5249,3.412,23.1,2.266
T5250,3.473,23.1,2.266
T5251,3.534,23.1,2.266
T5252,3.648,23.1,2.266
T5253,3.717,23.1,2.266
T5254,3.892,23.1,2.266
T5255,4.014,23.1,2.266
T5256,4.06,23.1,2.266
T5257,4.067,23.1,2.266
T5258,4.052,23.1,2.266
T5259,4.06,23.1,2.266
T5260,4.09,23.1,2.266
T5261,4.113,23.1,2.266
T5262,4.052,23.1,2.266
T5263,4.022,23.1,2.266
T5264,3.984,23.1,2.266
T5265,3.93,23.1,2.266
T5266,3.824,23.1,2.266
T5267,3.686,23.1,2.266
T5268,3.496,23.1,2.266
T5269,3.382,23.1,2.266
T5270,3.313,23.1,2.266
T5271,3.252,23.1,2.266
T5272,3.229,23.1,2.266
T5273,3.344,23.1,2.266
T5274,3.382,23.1,2.266
T5275,3.564,23.1,2.266
T5276,3.648,23.1,2.266
T5277,3.686,23.1,2.266
T5278,3.763,23.1,2.266
T5279,3.793,23.1,2.266
T5280,3.877,23.1,2.266
T5281,3.945,23.1,2.266
T5282,3.923,23.1,2.266
T5283,3.907,23.1,2.266
T5284,3.976,23.1,2.266
T5285,4.022,23.1,2.266
T5286,3.991,23.1,2.266
T5287,3.846,23.1,2.266
T5288,3.755,23.1,2.266
T5289,3.679,23.1,2.266
T5290,3.625,23.1,2.266
T5291,3.481,23.1,2.266
T5292,3.389,23.1,2.266
T5293,3.252,23.1,2.266
T5294,3.199,23.1,2.266
T5295,3.214,23.1,2.266
T5296,3.26,23.1,2.266
T5297,3.305,23.1,2.266
T5298,3.321,23.1,2.266
T5299,3.443,23.1,2.266
T5300,3.519,23.1,2.266
T5301,3.564,23.1,2.266
T5302,3.648,23.1,2.266
T5303,3.717,23.1,2.266
T5304,3.755,23.1,2.266
T5305,3.77,23.1,2.266
T5306,3.801,23.1,2.266
T5307,3.854,23.1,2.266
T5308,3.885,23.1,2.266
T5309,3.945,23.1,2.266
T5310,3.93,23.1,2.266
T5311,3.839,23.1,2.266
T5312,3.763,23.1,2.266
T5313,3.702,23.1,2.266
T5314,3.58,23.1,2.266
T5315,3.435,23.1,2.266
T5316,3.344,23.1,2.266
T5317,3.328,23.1,2.266
T5318,3.397,23.1,2.266
T5319,3.374,23.1,2.266
T5320,3.42,23.1,2.266
T5321,3.458,23.1,2.266
T5322,3.564,23.1,2.266
T5323,3.625,23.1,2.266
T5324,3.709,23.1,2.266
T5325,3.785,23.1,2.266
T5326,3.869,23.1,2.266
T5327,3.945,23.1,2.266
T5328,3.999,23.1,2.266
T5329,4.022,23.1,2.266
T5330,4.037,23.1,2.266
T5331,4.067,23.1,2.266
T5332,4.106,23.1,2.266
T5333,4.075,23.1,2.266
T5334,4.06,23.1,2.266
T5335,3.991,23.1,2.266
T5336,3.93,23.1,2.266
T5337,3.862,23.1,2.266
T5338,3.77,23.1,2.266
T5339,3.686,23.1,2.266
T5340,3.61,23.1,2.266
T5341,3.656,23.1,2.266
T5342,3.664,23.1,2.266
T5343,3.671,23.1,2.266
T5344,3.686,23.1,2.266
T5345,3.702,23.1,2.266
T5346,3.725,23.1,2.266
T5347,3.793,23.1,2.266
T5348,3.831,23.1,2.266
T5349,3.915,23.1,2.266
T5350,3.991,23.1,2.266
T5351,4.037,23.1,2.266
T5352,4.075,23.1,2.266
T5353,4.106,23.1,2.266
T5354,4.121,23.1,2.266
T5355,4.144,23.1,2.266
T5356,4.159,23.1,2.266
T5357,4.174,23.1,2.266
T5358,4.159,23.1,2.266
T5359,4.113,23.1,2.266
T5360,4.022,23.1,2.266
T5361,3.968,23.1,2.266
T5362,3.862,23.1,2.266
T5363,3.778,23.1,2.266
T5364,3.732,23.1,2.266
T5365,3.725,23.1,2.266
T5366,3.717,23.1,2.266
T5367,3.747,23.1,2.266
T5368,3.763,23.1,2.266
T5369,3.816,23.1,2.266
T5370,3.862,23.1,2.266
T5371,3.862,23.1,2.266
T5372,3.9,23.1,2.266
T5373,3.953,23.1,2.266
T5374,3.999,23.1,2.266
T5375,4.037,23.1,2.266
T5376,4.083,23.1,2.266
T5377,4.136,23.1,2.266
T5378,4.151,23.1,2.266
T5379,4.182,23.1,2.266
T5380,4.205,23.1,2.266
T5381,4.205,23.1,2.266
T5382,4.159,23.1,2.266
T5383,4.09,23.1,2.266
T5384,4.037,23.1,2.266
T5385,3.945,23.1,2.266
T5386,3.854,23.1,2.266
T5387,3.778,23.1,2.266
T5388,3.686,23.1,2.266
T5389,3.618,23.1,2.266
T5390,3.664,23.1,2.266
T5391,3.702,23.1,2.266
T5392,3.725,23.1,2.266
T5393,3.785,23.1,2.266
T5394,3.854,23.1,2.266
T5395,3.907,23.1,2.266
T5396,4.006,23.1,2.266
T5397,4.045,23.1,2.266
T5398,4.09,23.1,2.266
T5399,4.182,23.1,2.266
T5400,4.128,23.1,2.266
T5401,4.159,23.1,2.266
T5402,4.22,23.1,2.266
T5403,4.296,23.1,2.266
T5404,4.197,23.1,2.266
T5405,4.243,23.1,2.266
T5406,4.189,23.1,2.266
T5407,4.075,23.1,2.266
T5408,4.006,23.1,2.266
T5409,3.892,23.1,2.266
T5410,3.808,23.1,2.266
T5411,3.702,23.1,2.266
T5412,3.61,23.1,2.266
T5413,3.534,23.1,2.266
T5414,3.496,23.1,2.266
T5415,3.519,23.1,2.266
T5416,3.572,23.1,2.266
T5417,3.587,23.1,2.266
T5418,3.572,23.1,2.266
T5419,3.625,23.1,2.266
T5420,3.816,23.1,2.266
T5421,3.885,23.1,2.266
T5422,3.938,23.1,2.266
T5423,3.999,23.1,2.266
T5424,4.037,23.1,2.266
T5425,4.037,23.1,2.266
T5426,4.06,23.1,2.266
T5427,4.052,23.1,2.266
T5428,4.06,23.1,2.266
T5429,4.128,23.1,2.266
T5430,4.029,23.1,2.266
T5431,3.923,23.1,2.266
T5432,3.9,23.1,2.266
T5433,3.862,23.1,2.266
T5434,3.74,23.1,2.266
T5435,3.595,23.1,2.266
T5436,3.458,23.1,2.266
T5437,3.404,23.1,2.266
T5438,3.397,23.1,2.266
T5439,3.397,23.1,2.266
T5440,3.458,23.1,2.266
T5441,3.519,23.1,2.266
T5442,3.549,23.1,2.266
T5443,3.625,23.1,2.266
T5444,3.755,23.1,2.266
T5445,3.801,23.1,2.266
T5446,3.907,23.1,2.266
T5447,3.9,23.1,2.266
T5448,3.923,23.1,2.266
T5449,3.953,23.1,2.266
T5450,3.976,23.1,2.266
T5451,3.991,23.1,2.266
T5452,4.006,23.1,2.266
T5453,4.037,23.1,2.266
T5454,3.984,23.1,2.266
T5455,3.831,23.1,2.266
T5456,3.74,23.1,2.266
T5457,3.648,23.1,2.266
T5458,3.511,23.1,2.266
T5459,3.427,23.1,2.266
T5460,3.366,23.1,2.266
T5461,3.389,23.1,2.266
T5462,3.42,23.1,2.266
T5463,3.427,23.1,2.266
T5464,3.427,23.1,2.266
T5465,3.427,23.1,2.266
T5466,3.504,23.1,2.266
T5467,3.564,23.1,2.266
T5468,3.671,23.1,2.266
T5469,3.74,23.1,2.266
T5470,3.862,23.1,2.266
T5471,3.839,23.1,2.266
T5472,3.885,23.1,2.266
T5473,3.945,23.1,2.266
T5474,4.006,23.1,2.266
T5475,4.014,23.1,2.266
T5476,4.075,23.1,2.266
T5477,4.083,23.1,2.266
T5478,4.022,23.1,2.266
T5479,3.9,23.1,2.266
T5480,3.793,23.1,2.266
T5481,3.671,23.1,2.266
T5482,3.564,23.1,2.266
T5483,3.443,23.1,2.266
T5484,3.351,23.1,2.266
T5485,3.336,23.1,2.266
T5486,3.344,23.1,2.266
T5487,3.351,23.1,2.266
T5488,3.374,23.1,2.266
T5489,3.412,23.1,2.266
T5490,3.435,23.1,2.266
T5491,3.473,23.1,2.266
T5492,3.595,23.1,2.266
T5493,3.679,23.1,2.266
T5494,3.763,23.1,2.266
T5495,3.854,23.1,2.266
T5496,3.892,23.1,2.266
T5497,3.938,23.1,2.266
T5498,3.991,23.1,2.266
T5499,3.984,23.1,2.266
T5500,3.999,23.1,2.266
T5501,3.999,23.1,2.266
T5502,3.968,23.1,2.266
T5503,3.885,23.1,2.266
T5504,3.785,23.1,2.266
T5505,3.686,23.1,2.266
T5506,3.603,23.1,2.266
T5507,3.572,23.1,2.266
T5508,3.618,23.1,2.266
T5509,3.587,23.1,2.266
T5510,3.564,23.1,2.266
T5511,3.549,23.1,2.266
T5512,3.549,23.1,2.266
T5513,3.572,23.1,2.266
T5514,3.618,23.1,2.266
T5515,3.671,23.1,2.266
T5516,3.694,23.1,2.266
T5517,3.755,23.1,2.266
T5518,3.785,23.1,2.266
T5519,3.831,23.1,2.266
T5520,3.854,23.1,2.266
T5521,3.9,23.1,2.266
T5522,3.938,23.1,2.266
T5523,4.037,23.1,2.266
T5524,4.067,23.1,2.266
T5525,4.014,23.1,2.266
T5526,3.984,23.1,2.266
T5527,3.915,23.1,2.266
T5528,3.877,23.1,2.266
T5529,3.846,23.1,2.266
T5530,3.801,23.1,2.266
T5531,3.725,23.1,2.266
T5532,3.641,23.1,2.266
T5533,3.557,23.1,2.266
T5534,3.549,23.1,2.266
T5535,3.747,23.1,2.266
T5536,3.717,23.1,2.266
T5537,3.793,23.1,2.266
T5538,3.747,23.1,2.266
T5539,3.785,23.1,2.266
T5540,3.831,23.1,2.266
T5541,3.862,23.1,2.266
T5542,3.907,23.1,2.266
T5543,3.938,23.1,2.266
T5544,3.999,23.1,2.266
T5545,4.014,23.1,2.266
T5546,4.075,23.1,2.266
T5547,4.045,23.1,2.266
T5548,3.968,23.1,2.266
T5549,3.93,23.1,2.266
T5550,3.9,23.1,2.266
T5551,3.869,23.1,2.266
T5552,3.831,23.1,2.266
T5553,3.808,23.1,2.266
T5554,3.785,23.1,2.266
T5555,3.732,23.1,2.266
T5556,3.702,23.1,2.266
T5557,3.702,23.1,2.266
T5558,3.686,23.1,2.266
T5559,3.702,23.1,2.266
T5560,3.709,23.1,2.266
T5561,3.778,23.1,2.266
T5562,3.907,23.1,2.266
T5563,3.945,23.1,2.266
T5564,3.938,23.1,2.266
T5565,3.938,23.1,2.266
T5566,3.907,23.1,2.266
T5567,3.892,23.1,2.266
T5568,3.877,23.1,2.266
T5569,3.907,23.1,2.266
T5570,3.968,23.1,2.266
T5571,3.984,23.1,2.266
T5572,3.953,23.1,2.266
T5573,3.968,23.1,2.266
T5574,3.953,23.1,2.266
T5575,3.923,23.1,2.266
T5576,3.892,23.1,2.266
T5577,3.862,23.1,2.266
T5578,3.824,23.1,2.266
T5579,3.808,23.1,2.266
T5580,3.831,23.1,2.266
T5581,3.808,23.1,2.266
T5582,3.801,23.1,2.266
T5583,3.755,23.1,2.266
T5584,3.755,23.1,2.266
T5585,3.694,23.1,2.266
T5586,3.679,23.1,2.266
T5587,3.747,23.1,2.266
T5588,3.793,23.1,2.266
T5589,3.824,23.1,2.266
T5590,3.824,23.1,2.266
T5591,3.877,23.1,2.266
T5592,3.892,23.1,2.266
T5593,3.915,23.1,2.266
T5594,3.93,23.1,2.266
T5595,3.938,23.1,2.266
T5596,3.961,23.1,2.266
T5597,3.976,23.1,2.266
T5598,3.923,23.1,2.266
T5599,3.862,23.1,2.266
T5600,3.839,23.1,2.266
T5601,3.778,23.1,2.266
T5602,3.725,23.1,2.266
T5603,3.725,23.1,2.266
T5604,3.702,23.1,2.266
T5605,3.61,23.1,2.266
T5606,3.587,23.1,2.266
T5607,3.587,23.1,2.266
T5608,3.587,23.1,2.266
T5609,3.641,23.1,2.266
T5610,3.725,23.1,2.266
T5611,3.801,23.1,2.266
T5612,3.885,23.1,2.266
T5613,3.938,23.1,2.266
T5614,3.976,23.1,2.266
T5615,4.022,23.1,2.266
T5616,4.045,23.1,2.266
T5617,4.075,23.1,2.266
T5618,4.106,23.1,2.266
T5619,4.121,23.1,2.266
T5620,4.128,23.1,2.266
T5621,4.136,23.1,2.266
T5622,4.136,23.1,2.266
T5623,4.075,23.1,2.266
T5624,4.029,23.1,2.266
T5625,3.961,23.1,2.266
T5626,3.885,23.1,2.266
T5627,3.785,23.1,2.266
T5628,3.763,23.1,2.266
T5629,3.907,23.1,2.266
T5630,3.816,23.1,2.266
T5631,3.945,23.1,2.266
T5632,3.824,23.1,2.266
T5633,3.831,23.1,2.266
T5634,3.877,23.1,2.266
T5635,3.938,23.1,2.266
T5636,4.052,23.1,2.266
T5637,4.106,23.1,2.266
T5638,4.151,23.1,2.266
T5639,4.166,23.1,2.266
T5640,4.166,23.1,2.266
T5641,4.266,23.1,2.266
T5642,4.288,23.1,2.266
T5643,4.311,23.1,2.266
T5644,4.326,23.1,2.266
T5645,4.357,23.1,2.266
T5646,4.334,23.1,2.266
T5647,4.25,23.1,2.266
T5648,4.235,23.1,2.266
T5649,4.182,23.1,2.266
T5650,4.113,23.1,2.266
T5651,4.083,23.1,2.266
T5652,4.067,23.1,2.266
T5653,4.029,23.1,2.266
T5654,3.907,23.1,2.266
T5655,3.999,23.1,2.266
T5656,4.037,23.1,2.266
T5657,4.06,23.1,2.266
T5658,4.09,23.1,2.266
T5659,4.128,23.1,2.266
T5660,4.121,23.1,2.266
T5661,4.144,23.1,2.266
T5662,4.189,23.1,2.266
T5663,4.212,23.1,2.266
T5664,4.296,23.1,2.266
T5665,4.319,23.1,2.266
T5666,4.326,23.1,2.266
T5667,4.304,23.1,2.266
T5668,4.304,23.1,2.266
T5669,4.357,23.1,2.266
T5670,4.464,23.1,2.266
T5671,4.41,23.1,2.266
T5672,4.304,23.1,2.266
T5673,4.243,23.1,2.266
T5674,4.189,23.1,2.266
T5675,4.136,23.1,2.266
T5676,4.098,23.1,2.266
T5677,4.052,23.1,2.266
T5678,4.006,23.1,2.266
T5679,3.991,23.1,2.266
T5680,4.052,23.1,2.266
T5681,4.06,23.1,2.266
T5682,4.098,23.1,2.266
T5683,4.151,23.1,2.266
T5684,4.151,23.1,2.266
T5685,4.128,23.1,2.266
T5686,4.128,23.1,2.266
T5687,4.121,23.1,2.266
T5688,4.166,23.1,2.266
T5689,4.22,23.1,2.266
T5690,4.22,23.1,2.266
T5691,4.151,23.1,2.266
T5692,4.098,23.1,2.266
T5693,4.098,23.1,2.266
T5694,4.106,23.1,2.266
T5695,4.113,23.1,2.266
T5696,4.075,23.1,2.266
T5697,3.999,23.1,2.266
T5698,3.968,23.1,2.266
T5699,4.022,23.1,2.266
T5700,4.06,23.1,2.266
T5701,3.999,23.1,2.266
T5702,4.083,23.1,2.266
T5703,3.93,23.1,2.266
T5704,3.945,23.1,2.266
T5705,3.953,23.1,2.266
T5706,3.961,23.1,2.266
T5707,3.953,23.1,2.266
T5708,4.014,23.1,2.266
T5709,4.06,23.1,2.266
T5710,4.083,23.1,2.266
T5711,4.121,23.1,2.266
T5712,4.166,23.1,2.266
T5713,4.212,23.1,2.266
T5714,4.22,23.1,2.266
T5715,4.243,23.1,2.266
T5716,4.25,23.1,2.266
T5717,4.273,23.1,2.266
T5718,4.258,23.1,2.266
T5719,4.288,23.1,2.266
T5720,4.304,23.1,2.266
T5721,4.288,23.1,2.266
T5722,4.243,23.1,2.266
T5723,4.189,23.1,2.266
T5724,4.166,23.1,2.266
T5725,4.144,23.1,2.266
T5726,4.136,23.1,2.266
T5727,4.136,23.1,2.266
T5728,4.288,23.1,2.266
T5729,4.258,23.1,2.266
T5730,4.266,23.1,2.266
T5731,4.304,23.1,2.266
T5732,4.319,23.1,2.266
T5733,4.334,23.1,2.266
T5734,4.38,23.1,2.266
T5735,4.395,23.1,2.266
T5736,4.372,23.1,2.266
T5737,4.357,23.1,2.266
T5738,4.342,23.1,2.266
T5739,4.357,23.1,2.266
T5740,4.41,23.1,2.266
T5741,4.41,23.1,2.266
T5742,4.38,23.1,2.266
T5743,4.365,23.1,2.266
T5744,4.334,23.1,2.266
T5745,4.304,23.1,2.266
T5746,4.266,23.1,2.266
T5747,4.22,23.1,2.266
T5748,4.159,23.1,2.266
T5749,4.144,23.1,2.266
T5750,4.113,23.1,2.266
T5751,4.098,23.1,2.266
T5752,4.151,23.1,2.266
T5753,4.182,23.1,2.241
T5754,4.227,23.1,2.241
T5755,4.266,23.1,2.241
T5756,4.273,23.1,2.241
T5757,4.273,23.1,2.241
T5758,4.288,23.1,2.241
T5759,4.288,23.1,2.241
T5760,4.266,23.1,2.241
T5761,4.235,23.1,2.241
T5762,4.25,23.1,2.241
T5763,4.288,23.1,2.241
T5764,4.258,23.1,2.241
T5765,4.22,23.1,2.241
T5766,4.22,23.1,2.241
T5767,4.235,23.1,2.241
T5768,4.304,23.1,2.241
T5769,4.41,23.1,2.241
T5770,4.227,23.1,2.241
T5771,4.075,23.1,2.241
T5772,4.022,23.1,2.241
T5773,4.037,23.1,2.241
T5774,3.984,23.1,2.241
T5775,3.953,23.1,2.241
T5776,3.93,23.1,2.241
T5777,4.006,23.1,2.241
T5778,4.052,23.1,2.241
T5779,4.098,23.1,2.241
T5780,4.136,23.1,2.241
T5781,4.25,23.1,2.241
T5782,4.326,23.1,2.241
T5783,4.387,23.1,2.241
T5784,4.41,23.1,2.241
T5785,4.426,23.1,2.241
T5786,4.441,23.1,2.241
T5787,4.487,23.1,2.241
T5788,4.57,23.1,2.241
T5789,4.601,23.1,2.241
T5790,4.555,23.1,2.241
T5791,4.387,23.1,2.241
T5792,4.189,23.1,2.241
T5793,4.075,23.1,2.241
T5794,4.06,23.1,2.241
T5795,4.029,23.1,2.241
T5796,3.991,23.1,2.241
T5797,4.067,23.1,2.241
T5798,4.166,23.1,2.241
T5799,4.052,23.1,2.241
T5800,4.106,23.1,2.241
T5801,4.045,23.1,2.241
T5802,4.045,23.1,2.241
T5803,4.098,23.1,2.241
T5804,4.22,23.1,2.241
T5805,4.25,23.1,2.241
T5806,4.273,23.1,2.241
T5807,4.296,23.1,2.241
T5808,4.326,23.1,2.241
T5809,4.349,23.1,2.241
T5810,4.395,23.1,2.241
T5811,4.387,23.1,2.241
T5812,4.342,23.1,2.241
T5813,4.357,23.1,2.241
T5814,4.372,23.1,2.241
T5815,4.349,23.1,2.241
T5816,4.319,23.1,2.241
T5817,4.288,23.1,2.241
T5818,4.227,23.1,2.241
T5819,4.212,23.1,2.241
T5820,4.151,23.1,2.241
T5821,4.128,23.1,2.241
T5822,4.098,23.1,2.241
T5823,4.09,23.1,2.241
T5824,4.083,23.1,2.241
T5825,4.106,23.1,2.241
T5826,4.136,23.1,2.241
T5827,4.189,23.1,2.241
T5828,4.25,23.1,2.241
T5829,4.281,23.1,2.241
T5830,4.357,23.1,2.241
T5831,4.38,23.1,2.241
T5832,4.387,23.1,2.241
T5833,4.464,23.1,2.241
T5834,4.464,23.1,2.241
T5835,4.525,23.1,2.241
T5836,4.563,23.1,2.241
T5837,4.555,23.1,2.241
T5838,4.494,23.1,2.241
T5839,4.395,23.1,2.241
T5840,4.349,23.1,2.241
T5841,4.334,23.1,2.241
T5842,4.273,23.1,2.241
T5843,4.205,23.1,2.241
T5844,4.159,23.1,2.241
T5845,4.067,23.1,2.241
T5846,3.991,23.1,2.241
T5847,3.984,23.1,2.241
T5848,4.106,23.1,2.241
T5849,4.151,23.1,2.241
T5850,4.159,23.1,2.241
T5851,4.189,23.1,2.241
T5852,4.243,23.1,2.241
T5853,4.227,23.1,2.241
T5854,4.235,23.1,2.241
T5855,4.25,23.1,2.241
T5856,4.319,23.1,2.241
T5857,4.319,23.1,2.241
T5858,4.365,23.1,2.241
T5859,4.387,23.1,2.241
T5860,4.395,23.1,2.241
T5861,4.357,23.1,2.241
T5862,4.387,23.1,2.241
T5863,4.372,23.1,2.241
T5864,4.334,23.1,2.241
T5865,4.243,23.1,2.241
T5866,4.174,23.1,2.241
T5867,4.128,23.1,2.241
T5868,4.045,23.1,2.241
T5869,4.022,23.1,2.241
T5870,4.09,23.1,2.241
T5871,4.166,23.1,2.241
T5872,4.121,23.1,2.241
T5873,4.182,23.1,2.241
T5874,4.243,23.1,2.241
T5875,4.258,23.1,2.241
T5876,4.288,23.1,2.241
T5877,4.319,23.1,2.241
T5878,4.342,23.1,2.241
T5879,4.372,23.1,2.241
T5880,4.395,23.1,2.241
T5881,4.387,23.1,2.241
T5882,4.357,23.1,2.241
T5883,4.38,23.1,2.241
T5884,4.418,23.1,2.241
T5885,4.479,23.1,2.241
T5886,4.448,23.1,2.241
T5887,4.365,23.1,2.241
T5888,4.243,23.1,2.241
T5889,4.136,23.1,2.241
T5890,4.083,23.1,2.241
T5891,4.045,23.1,2.241
T5892,3.976,23.1,2.241
T5893,3.892,23.1,2.241
T5894,3.907,23.1,2.241
T5895,3.907,23.1,2.241
T5896,3.968,23.1,2.241
T5897,4.006,23.1,2.241
T5898,4.045,23.1,2.241
T5899,4.067,23.1,2.241
T5900,4.075,23.1,2.241
T5901,4.243,23.1,2.241
T5902,4.326,23.1,2.241
T5903,4.311,23.1,2.241
T5904,4.281,23.1,2.241
T5905,4.235,23.1,2.241
T5906,4.197,23.1,2.241
T5907,4.212,23.1,2.241
T5908,4.273,23.1,2.241
T5909,4.25,23.1,2.241
T5910,4.235,23.1,2.241
T5911,4.22,23.1,2.241
T5912,4.182,23.1,2.241
T5913,4.121,23.1,2.241
T5914,4.022,23.1,2.241
T5915,3.968,23.1,2.241
T5916,3.938,23.1,2.241
T5917,3.938,23.1,2.241
T5918,3.923,23.1,2.241
T5919,3.976,23.1,2.241
T5920,4.006,23.1,2.241
T5921,3.999,23.1,2.241
T5922,4.037,23.1,2.241
T5923,4.075,23.1,2.241
T5924,4.128,23.1,2.241
T5925,4.151,23.1,2.241
T5926,4.22,23.1,2.241
T5927,4.25,23.1,2.241
T5928,4.266,23.1,2.241
T5929,4.25,23.1,2.241
T5930,4.243,23.1,2.241
T5931,4.243,23.1,2.241
T5932,4.25,23.1,2.241
T5933,4.288,23.1,2.241
T5934,4.319,23.1,2.241
T5935,4.296,23.1,2.241
T5936,4.266,23.1,2.241
T5937,4.227,23.1,2.241
T5938,4.159,23.1,2.241
T5939,4.067,23.1,2.241
T5940,4.075,23.1,2.241
T5941,4.121,23.1,2.241
T5942,4.182,23.1,2.241
T5943,4.159,23.1,2.241
T5944,4.067,23.1,2.241
T5945,4.121,23.1,2.241
T5946,4.205,23.1,2.241
T5947,4.235,23.1,2.241
T5948,4.319,23.1,2.241
T5949,4.342,23.1,2.241
T5950,4.426,23.1,2.241
T5951,4.464,23.1,2.241
T5952,4.456,23.1,2.241
T5953,4.433,23.1,2.241
T5954,4.471,23.1,2.241
T5955,4.487,23.1,2.241
T5956,4.509,23.1,2.241
T5957,4.54,23.1,2.241
T5958,4.57,23.1,2.241
T5959,4.494,23.1,2.241
T5960,4.426,23.1,2.241
T5961,4.334,23.1,2.241
T5962,4.25,23.1,2.241
T5963,4.144,23.1,2.241
T5964,4.098,23.1,2.241
T5965,4.136,23.1,2.241
T5966,4.189,23.1,2.241
T5967,4.151,23.1,2.241
T5968,4.22,23.1,2.241
T5969,4.273,23.1,2.241
T5970,4.258,23.1,2.241
T5971,4.334,23.1,2.241
T5972,4.41,23.1,2.241
T5973,4.448,23.1,2.241
T5974,4.494,23.1,2.241
T5975,4.532,23.1,2.241
T5976,4.555,23.1,2.241
T5977,4.563,23.1,2.241
T5978,4.57,23.1,2.241
T5979,4.547,23.1,2.241
T5980,4.547,23.1,2.241
T5981,4.555,23.1,2.241
T5982,4.547,23.1,2.241
T5983,4.517,23.1,2.241
T5984,4.471,23.1,2.241
T5985,4.342,23.1,2.241
T5986,4.266,23.1,2.241
T5987,4.174,23.1,2.241
T5988,4.113,23.1,2.241
T5989,4.067,23.1,2.241
T5990,4.083,23.1,2.241
T5991,4.121,23.1,2.241
T5992,4.045,23.1,2.241
T5993,4.098,23.1,2.241
T5994,4.189,23.1,2.241
T5995,4.243,23.1,2.241
T5996,4.273,23.1,2.241
T5997,4.311,23.1,2.241
T5998,4.311,23.1,2.241
T5999,4.319,23.1,2.241
T6000,4.304,23.1,2.241
T6001,4.288,23.1,2.241
T6002,4.281,23.1,2.241
T6003,4.273,23.1,2.241
T6004,4.243,23.1,2.241
T6005,4.273,23.1,2.241
T6006,4.311,23.1,2.241
T6007,4.304,23.1,2.241
T6008,4.258,23.1,2.241
T6009,4.197,23.1,2.241
T6010,4.136,23.1,2.241
T6011,4.075,23.1,2.241
T6012,3.999,23.1,2.241
T6013,3.892,23.1,2.241
T6014,3.862,23.1,2.241
T6015,3.915,23.1,2.241
T6016,3.953,23.1,2.241
T6017,3.984,23.1,2.241
T6018,4.014,23.1,2.241
T6019,4.09,23.1,2.241
T6020,4.212,23.1,2.241
T6021,4.258,23.1,2.241
T6022,4.273,23.1,2.214
T6023,4.273,23.1,2.214
T6024,4.296,23.1,2.214
T6025,4.304,23.1,2.214
T6026,4.349,23.1,2.214
T6027,4.342,23.1,2.214
T6028,4.281,23.1,2.214
T6029,4.25,23.1,2.214
T6030,4.243,23.1,2.214
T6031,4.189,23.1,2.214
T6032,4.113,23.1,2.214
T6033,4.067,23.1,2.214
T6034,4.014,23.1,2.214
T6035,4.029,23.1,2.214
T6036,4.029,23.1,2.214
T6037,4.045,23.1,2.214
T6038,4.029,23.1,2.214
T6039,4.052,23.1,2.214
T6040,4.09,23.1,2.214
T6041,4.067,23.1,2.214
T6042,4.121,23.1,2.214
T6043,4.212,23.1,2.214
T6044,4.281,23.1,2.214
T6045,4.319,23.1,2.214
T6046,4.38,23.1,2.214
T6047,4.456,23.1,2.214
T6048,4.471,23.1,2.214
T6049,4.487,23.1,2.214
T6050,4.502,23.1,2.214
T6051,4.509,23.1,2.214
T6052,4.525,23.1,2.214
T6053,4.593,23.1,2.214
T6054,4.578,23.1,2.214
T6055,4.54,23.1,2.214
T6056,4.441,23.1,2.214
T6057,4.342,23.1,2.214
T6058,4.304,23.1,2.214
T6059,4.25,23.1,2.214
T6060,4.235,23.1,2.214
T6061,4.174,23.1,2.214
T6062,4.166,23.1,2.214
T6063,4.144,23.1,2.214
T6064,4.159,23.1,2.214
T6065,4.182,23.1,2.214
T6066,4.235,23.1,2.214
T6067,4.334,23.1,2.214
T6068,4.471,23.1,2.214
T6069,4.502,23.1,2.214
T6070,4.547,23.1,2.214
T6071,4.654,23.1,2.214
T6072,4.761,23.1,2.214
T6073,4.784,23.1,2.214
T6074,4.799,23.1,2.214
T6075,4.715,23.1,2.214
T6076,4.723,23.1,2.214
T6077,4.73,23.1,2.214
T6078,4.7,23.1,2.214
T6079,4.654,23.1,2.214
T6080,4.456,23.1,2.214
T6081,4.342,23.1,2.214
T6082,4.288,23.1,2.214
T6083,4.205,23.1,2.214
T6084,4.128,23.1,2.214
T6085,4.128,23.1,2.214
T6086,4.106,23.1,2.214
T6087,4.083,23.1,2.214
T6088,4.067,23.1,2.214
T6089,4.121,23.1,2.214
T6090,4.182,23.1,2.214
T6091,4.25,23.1,2.214
T6092,4.243,23.1,2.214
T6093,4.258,23.1,2.214
T6094,4.25,23.1,2.214
T6095,4.281,23.1,2.214
T6096,4.304,23.1,2.214
T6097,4.288,23.1,2.214
